game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,primary_player_elo
1766247890-3536,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Nc6 4. d3 Na5 5. Bb3 a6 6. Ng5 Nxb3 7. axb3 d5 8. Qf3 f6 9. Nh3 Be6 10. exd5 Bxd5 11. Qg3 Ne7 12. O-O Nf5 13. Qg4 Nd4 14. Na3 g5 15. c3 Nxb3 16. Rb1 Be7 17. c4 Bg8 18. Be3 Qd7 19. Qxd7+ Kxd7 20. Rfd1 g4 21. Nf4 exf4 22. Bxf4 Bf7 23. d4 h5 24. d5 Bd6 25. Bxd6 Rhe8 26. Bf4 Bg6 27. Rbc1 Nxc1 28. Rxc1 Re2 29. b3 Rae8 30. g3 Re1+ 31. Rxe1 Rxe1+ 32. Kg2 Bd3 33. Bd2 Ra1 34. Nc2 Be4+ 35. f3 gxf3+ 36. Kf2 Ra2 37. Ne3 f5 38. Ke1 Rb2 39. b4 c6 40. dxc6+ bxc6 41. c5 f2+ 42. Kxf2 Rxd2+ 43. Ke1 Rxh2 44. Nc4 Ke7 45. Ne5 Kd8 46. Nf7+ Ke7 47. Ng5 Kf6 48. Nxe4+ fxe4 49. Kf1 Rc2 50. Ke1 Rb2 51. Kd1 Ke5 52. Kc1 Rh2 53. Kd1 Rf2 54. Ke1 Rc2 55. Kd1 Rb2 56. Kc1 Rxb4 57. Kc2 Kd4 58. Kd2 Rc4 59. Ke2 e3 60. Kf3 Rxc5 61. Ke2 Rc2+ 62. Kf3 Rf2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 6,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,62,False,False,False,0,0,62,62,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 6,63,529.97221326828,62,0,-36.79982628212065
1766248085-1665,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Bc4 Nf6 3. Nc3 Bc5 4. d3 d6 5. Nf3 Ng4 6. Ng5 Nxf2 7. Qf3 O-O 8. Nxf7 Qf6 9. Qxf6 gxf6 10. Nh6+ Kg7 11. Rf1 Ng4 12. Nf5+ Bxf5 13. exf5 Nxh2 14. Rh1 Ng4 15. Ne4 Nc6 16. c3 Na5 17. Be6 Nc6 18. Rh4 Ne3 19. Ke2 Nxg2 20. Rg4+ Kh8 21. Rxg2 Ne7 22. Nxc5 dxc5 23. Rh2 Rad8 24. Bd2 Rd6 25. Rxh7+ Kxh7 26. Rh1+ Kg7 27. Bh6+ Kh7 28. Be3+ Kg7 29. Bh6+ Kh7 30. Be3+ Kg7 31. Bh6+ Kh7 32. Bd2+ Kg7 33. Bh6+ Kh7 34. Bxf8#",1-0,Stockfish 6,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,34,False,False,False,0,0,34,34,False,False,False,False,Stockfish 6 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,34,195.0092842578888,34,0,-36.79982628212065
1766248366-7710,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e6 2. d4 Be7 3. Nc3 Nc6 4. Nf3 Nf6 5. Bd3 a6 6. O-O h6 7. Re1 d5 8. e5 Nd7 9. Ne2 g5 10. c3 Na5 11. Ng3 g4 12. Nd2 h5 13. b4 Nc6 14. a4 b6 15. Ndf1 Nf8 16. Be3 h4 17. Ne2 Qd7 18. Qd2 Bd8 19. Bg5 Bb7 20. Bxd8 Nxd8 21. Qg5 f6 22. Qxf6 Rg8 23. Nf4 Qe7 24. Qxe7+ Kxe7 25. Nh5 c5 26. bxc5 Rg5 27. Nf6 bxc5 28. Rab1 Bc6 29. a5 cxd4 30. cxd4 Nd7 31. Nxd7 Bxd7 32. Rb6 Nc6 33. Rxa6 Rc8 34. Rb6 Nxa5 35. Ra1 Nc6 36. Rb7 Nxd4 37. Raa7 Rd8 38. Ne3 Rxe5 39. Nxg4 Re1+ 40. Bf1 Ne2+ 41. Kh1 Rxf1#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 6,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,41,False,False,False,0,0,41,41,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 6,42,280.12339663505554,41,0,-36.79982628212065
1766248989-7082,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e3 e5 2. d4 exd4 3. exd4 d5 4. Nc3 Nf6 5. Bd3 Bb4 6. Nf3 O-O 7. Be3 Bg4 8. h3 Bh5 9. g4 Bg6 10. Kf1 Bxc3 11. Bxg6 Bxb2 12. Bd3 Bxa1 13. g5 Ne4 14. Nh4 Bc3 15. Bxe4 dxe4 16. Qg4 Qd7 17. Bf4 Qxg4 18. hxg4 Bxd4 19. c3 Bxc3 20. Ke2 Nc6 21. Rc1 Be5 22. Bd2 Rad8 23. Nf5 g6 24. Rxc6 bxc6 25. Nh6+ Kg7 26. Bc1 Rd3 27. Bd2 Rfd8 28. Ke1 Rxd2 29. f3 Rd1+ 30. Kf2 R8d2+ 31. Ke3 Rd3+ 32. Kxe4 Rd4+ 33. Ke3 R1d3+ 34. Kf2 Rd2+ 35. Ke1 Rd1+ 36. Kf2 R4d2+ 37. Ke3 Rd3+ 38. Ke4 Rd4+ 39. Ke3 R1d3+ 40. Kf2 Rd2+ 41. Ke1 Rd1+ 42. Kf2 R4d2+ 43. Ke3 Rd3+ 44. Kf2 R3d2+ 45. Ke3 Rd3+ 46. Ke4 Rd4+ 47. Ke3 R1d3+ 48. Ke2 Rd2+ 49. Ke1 Rd1+ 50. Kf2 R4d2+ 51. Ke3 Rd3+ 52. Ke4 Rd4+ 53. Kxe5 Rd5+ 54. Ke4 R1d4+ 55. Ke3 Rd3+ 56. Kf4 R3d4+ 57. Kg3 Rd3 58. Ng8 Rd1 59. Ne7 Rd6 60. Nc8 Rd8 61. Nxa7 Ra8 62. Nxc6 Rxa2 63. Nb8 Ra3 64. Nc6 Rdd3 65. Ne7 Rxf3+ 66. Kh2 Rf2+ 67. Kg1 Rb2 68. Nf5+ gxf5 69. Kh1 Ra1#",0-1,Stockfish 6,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,69,False,False,False,0,0,69,69,False,False,False,False,Stockfish 6 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,70,622.9109153747559,69,0,2172.351498112135
1766249268-3283,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Bg4 4. h3 Bd7 5. d3 Nc6 6. Ng5 Nh6 7. Qf3 Nd4 8. Qd1 Be7 9. Nf3 a5 10. Nxd4 exd4 11. Bxh6 gxh6 12. Qf3 O-O 13. Qg3+ Kh8 14. Nd2 b5 15. Bd5 c6 16. Bb3 a4 17. Bxf7 Rxf7 18. O-O-O Qg8 19. Qxg8+ Kxg8 20. f3 Kh8 21. g4 Rb8 22. Rdf1 Rf4 23. Rhg1 Be6 24. Kb1 Rbf8 25. Rg3 Bg5 26. Rg2 b4 27. Rgf2 Bh4 28. Rg2 Bg5 29. Rgf2 Bh4 30. Rg2 Be7 31. Rgf2 Bg5 32. Rg2 h5 33. gxh5 Bh6 34. Rg3 c5 35. Rg2 Bxh3 36. Rgf2 R4f6 37. Rg1 Be6 38. Rg3 R6f7 39. Rfg2 Bf4 40. Rg4 Bxg4 41. Rxg4 Bxd2 42. Rg2 Rxf3 43. Rxd2 Rf1+ 44. Rd1 Rxd1#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 6,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,44,False,False,False,0,0,44,44,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 6,45,279.2171359062195,44,0,2122.376003468815
1766249690-6281,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nc3 d5 2. d4 Nf6 3. Bf4 c6 4. a3 Bf5 5. e3 e6 6. f3 Bd6 7. Bxd6 Qxd6 8. g4 Bg6 9. h4 h5 10. Rh3 hxg4 11. fxg4 Nbd7 12. Bd3 Bxd3 13. Qxd3 Nxg4 14. Qe2 Ngf6 15. Qg2 g6 16. Nce2 O-O-O 17. Nc3 e5 18. Qg3 Nh5 19. Qg2 exd4 20. Nb5 Qe5 21. Qe2 dxe3 22. Rxe3 Qxb2 23. Nxa7+ Kb8 24. Rd1 Kxa7 25. Qf2 Kb8 26. Rb3 Qe5+ 27. Kf1 Nf4 28. Nf3 Qf5 29. Rdb1 Nc5 30. Qxc5 Rd7 31. Rxb7+ Rxb7 32. Rxb7+ Kxb7 33. h5 Rxh5 34. Qe7+ Kb6 35. Nd4 Qh3+ 36. Kf2 Qg2+ 37. Ke3 Rh3+ 38. Nf3 Qxf3+ 39. Kd2 Qf2+ 40. Qe2 Qxe2+ 41. Kc1 Rh1+ 42. Kb2 Qb5+ 43. Kc3 Rh3+ 44. Kd2 Qe2+ 45. Kc1 Rh1+ 46. Kb2 Qb5+ 47. Kc3 Rh3+ 48. Kd2 Qe2+ 49. Kc1 Rh1+ 50. Kb2 Qb5+ 51. Kc3 Rh3+ 52. Kd2 Qe2+ 53. Kc1 Rh1+ 54. Kb2 Qb5+ 55. Kc3 Rh3+ 56. Kd2 Qe2+",1/2-1/2,Stockfish 6,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.5,0.5,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.5,0,56,False,False,False,0,0,56,56,False,False,False,False,Stockfish 6 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,57,422.73636507987976,56,0,2172.351498112135
1766250212-4317,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. d3 Be7 5. Nc3 h6 6. Nd5 Na5 7. Nxe7 Nxe7 8. Bb3 Nxb3 9. axb3 f5 10. exf5 Nxf5 11. O-O O-O 12. c3 b6 13. d4 e4 14. Nd2 d5 15. c4 Bb7 16. cxd5 Qxd5 17. Nc4 Qxd4 18. Qxd4 Nxd4 19. Be3 Nxb3 20. Ra3 Bd5 21. Rxb3 Bxc4 22. Rc3 Bxf1 23. Kxf1 Rf7 24. Rc4 Kf8 25. Rxe4 c5 26. Rc4 Rd7 27. Rc1 Kf7 28. Ke2 Re8 29. Kf3 Red8 30. Rc4 Rd3 31. Rf4+ Kg8 32. Rg4 a5 33. Rg6 b5 34. Ra6 Rb3 35. Rxa5 c4 36. Ra7 Rb4 37. Bc5 Rxb2 38. Rb7 Rb3+ 39. Ke2 c3 40. Be3 b4 41. Rc7 Rb2+ 42. Kf3 Ra2 43. Rc4 Rf8+ 44. Ke4 b3 45. Rxc3 Rb8 46. Bd4 Ra4 47. Kd3 Rxd4+ 48. Kxd4 b2 49. Rc8+ Rxc8 50. Ke4 Rd8 51. Kf3 b1=Q 52. Kg3 h5 53. f3 Qd3 54. Kh3 Qe2 55. g3 g5 56. f4 Rd5 57. fxg5 Rd4 58. g4 Rd3+ 59. Kh4 Rh3+ 60. Kxh3 Qf3+ 61. Kh4 Qxg4#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 6,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,61,False,False,False,0,0,61,61,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 6,62,521.9329645633698,61,0,2137.4914278245747
1766250866-6808,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. Be2 Bc5 5. Nxe5 Nxe5 6. d4 Bd6 7. Nb5 Ng6 8. e5 Bb4+ 9. c3 Be7 10. exf6 Bxf6 11. Na3 O-O 12. Nc4 d5 13. Nd2 Re8 14. Nf3 Bg4 15. O-O Qe7 16. Be3 c6 17. Rc1 Qd6 18. Nd2 Bxe2 19. Qxe2 Nf4 20. Bxf4 Qxf4 21. Qd3 Re7 22. g3 Qh6 23. Rce1 Rae8 24. Rxe7 Rxe7 25. Nf3 Qh5 26. h4 Qg4 27. Re1 Rxe1+ 28. Nxe1 Bxh4 29. Qe3 Qe6 30. Qxe6 fxe6 31. gxh4 Kf7 32. Kf1 Kf6 33. Nd3 Kf5 34. f3 g5 35. Kg2 gxh4 36. a3 h5 37. a4 b6 38. b4 a6 39. Kh3 Kg5 40. a5 bxa5 41. bxa5 Kf5 42. Kxh4 e5 43. dxe5 c5 44. Nxc5 Kxe5 45. Nxa6 Kf4 46. Nb4 Kxf3 47. Nxd5 Ke4 48. Nb4 Ke5 49. a6 Kd6 50. a7 Kc7 51. a8=Q Kd6 52. Nd5 Ke5 53. Qc6 Ke4 54. c4 Kd4 55. Nf4 Ke3 56. Qc7 Kd4 57. c5 Kc4 58. Qd6 Kb5 59. Kxh5 Kc4 60. c6 Kb5 61. c7 Kc4 62. Ng6 Kb5 63. Nf4 Kc4 64. c8=R+ Kb5 65. Rb8+ Kc4 66. Rc8+ Kb5 67. Ne6 Ka5 68. Rc7 Kb5 69. Nd4+ Ka5 70. Rc3 Ka4 71. Ra3#",1-0,Stockfish 6,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,71,False,False,False,0,0,71,71,False,False,False,False,Stockfish 6 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,71,653.3641777038574,71,0,2108.47116096513
1766251024-7855,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c6 2. d4 g6 3. Nc3 Bg7 4. Be3 d5 5. e5 Nd7 6. Qd2 Qc7 7. O-O-O b5 8. f4 Nh6 9. h3 Nf5 10. Bf2 h5 11. g4 hxg4 12. Bg2 g3 13. Be1 b4 14. Nce2 Nb6 15. Nxg3 Nxg3 16. Bxg3 a5 17. Nf3 Bf5 18. Nh4 Rxh4 19. Bxh4 Nc4 20. Qe2 Qb6 21. Bf2 a4 22. h4 b3 23. cxb3 axb3 24. a3 Rxa3 25. bxa3 b2+ 26. Qxb2 Qxb2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 6,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,4,25,False,False,False,4,0,25,26,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 6,27,158.52498245239258,26,4,2083.6119982655923
1766251396-3369,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nf3 d5 2. d4 Nf6 3. a3 Bf5 4. e3 e6 5. Bd3 Bxd3 6. Qxd3 Bd6 7. Qb5+ Nbd7 8. Qe2 O-O 9. c4 c6 10. O-O Re8 11. b4 e5 12. Nc3 exd4 13. Nxd4 dxc4 14. Rd1 Qc7 15. Qxc4 Bxh2+ 16. Kf1 Be5 17. Bb2 Nb6 18. Qd3 Rad8 19. Qc2 Nc4 20. Kg1 Nxb2 21. Qxb2 Bxd4 22. exd4 Ng4 23. g3 Qd6 24. Kg2 Qf6 25. Qd2 Re7 26. d5 Red7 27. Ne4 Qe5 28. Qd4 Qxd4 29. Rxd4 Rxd5 30. Rxd5 Rxd5 31. Re1 h6 32. f3 Ne5 33. Re2 Nc4 34. a4 Rd4 35. a5 Na3 36. Nc5 Rxb4 37. g4 Nb5 38. Re7 Nd6 39. Rd7 Rb5 40. Rd8+ Kh7 41. Nd7 Rxa5 42. Nf8+ Kg8 43. Ne6+ Kh7 44. Nf8+ Kg8 45. Nd7+ Kh7 46. Nf8+",1-0,Stockfish 6,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,5,45,False,False,True,0,5,46,45,False,False,False,True,Stockfish 6 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,46,371.6322410106659,46,5,2061.868933336555
