game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1765990925-8934,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d5 3. exd5 Bd6 4. Nc3 Qe7 5. Be2 e4 6. Nd4 Nf6 7. O-O a6 8. d3 Qe5 9. g3 Qxd4 10. dxe4 Qxd1 11. Rxd1 b5 12. Bg5 h5 13. Bxf6 gxf6 14. f4 b4 15. Na4 Bg4 16. Bxg4 hxg4 17. Re1 a5 18. e5 fxe5 19. fxe5 Bf8 20. e6 Ra6 21. exf7+ Kxf7 22. Rf1+ Kg7 23. Rae1 Rg6 24. Re8 Nd7 25. Rd8 Ne5 26. Re1 Nf3+ 27. Kf2 Rd6 28. Rxd6 Rxh2+ 29. Ke3 Bxd6 30. Rf1 Ng5 31. Kd4 Nf3+ 32. Kc4 Nd2+ 33. Kb5 Nxf1 34. Kxa5 Kh6 35. Kb5 Rxc2 36. Ka6 Be7 37. Kb7 Nxg3 38. Kc8 Bd6 39. Kd7 Ne4 40. Ke6 Rf2 41. Kd7 Kh5 42. Kc6 g3 43. Kb5 Kh4 44. Ka5 Rc2 45. Kb5 Ng5 46.",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,2,0,44,46,False,False,True,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,46,330.1633098125458,46,2
1765991105-9031,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. c4 e5 2. d3 Nf6 3. Nc3 Bb4 4. g3 O-O 5. Nf3 d6 6. Bd2 Bg4 7. Ng5 h6 8. f3 Bd7 9. h4 hxg5 10. Bg2 gxh4 11. Bg5 hxg3 12. a3 Bxc3+ 13. Kf1 Bxb2 14. Ra2 Bd4 15. Qe1 Bf2 16. Qxf2 gxf2 17. Rb2 b6 18. f4 exf4 19. Bb7 Bc6 20. Rh3 Bxb7 21. Rxb6 axb6 22. Rh2 Rxa3 23. Rh4 Ra1+ 24. Kxf2 Ra2 25. Rxf4 Re8 26. Kg1 Rexe2 27. Rxf6 gxf6 28. Kf1 Rec2 29. Bd2 Rxd2 30. Kg1 Ra1+",0-1,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,0,0,30,30,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,31,179.2903916835785,30,0
1765991461-9016,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 Nf6 2. e5 Ng8 3. d4 c6 4. Nf3 g6 5. Bc4 Bh6 6. Bxh6 Nxh6 7. Ng5 Qa5+ 8. c3 d6 9. Qf3 Bf5 10. exd6 Qd8 11. dxe7 Qd6 12. O-O b5 13. Bb3 Ng4 14. Qg3 Qxg3 15. fxg3 Nh6 16. Nd2 Nd7 17. Rae1 Nf6 18. Nde4 Kxe7 19. Nxf6+ Kxf6 20. Ne4+ Kg7 21. Nd6 Rad8 22. Nxf5+ gxf5 23. Re7 a5 24. a4 Rb8 25. axb5 Rb6 26. bxc6 Rxb3 27. c7 Rb6 28. Rd7 Rc6 29. d5 Rb6 30. d6 Rc8 31. Rd8 Rxd6 32. Rxc8 Rd7 33. Rg8+ Nxg8 34. c8=Q Rd5 35. Qxf5 Rxf5 36. Rxf5 Nf6 37. Rxa5 h6 38. b4 Ng4 39. b5 h5 40. b6 f5 41. b7 Nh6 42. b8=Q h4 43. Qb6 hxg3 44. Ra7+ Nf7 45. Qb7 Kh8 46. Qxf7 gxh2+ 47. Kxh2 f4 48. Qh7#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,1.0,0.0,0,0,48,48,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,48,356.0002167224884,48,0
1765991630-7014,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4 Nf6 5. Nf3 d5 6. exd5 Nxd5 7. Nc3 Be6 8. Nxd5 Bxd5 9. Qe2+ Be7 10. Be3 O-O 11. O-O-O Qd6 12. Qb5 Bxf3 13. Rxd6 Bxd6 14. gxf3 Rad8 15. Bd3 Ne5 16. Bxh7+ Kxh7 17. Bg5 f6 18. Bf4 Nxf3 19. Bxd6 Rxd6 20. Qf5+ Kg8 21. Qxf3 Rfd8 22. b3 Rd2 23. b4 b6 24. Qf5 R2d5 25. Qg6 R8d6 26. Qe8+ Kh7 27. Rg1 Rd7 28. h4 Rd8 29. Qg6+ Kg8 30. Qxg7#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,30,30,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,30,168.9676275253296,30,0
1765991974-2674,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d6 2. d4 e5 3. dxe5 dxe5 4. Qxd8+ Kxd8 5. Nf3 Bd6 6. Bc4 Ke7 7. Nc3 c6 8. Be3 Nd7 9. O-O-O Ngf6 10. h3 Bc7 11. g4 Ne8 12. Ng5 f6 13. Nf7 Rg8 14. Nd6 Rh8 15. Nxc8+ Rxc8 16. f4 h6 17. f5 Rd8 18. Be6 Nd6 19. Bxd7 Kxd7 20. Bc5 Kc8 21. Bxd6 Rxd6 22. Rxd6 h5 23. Rdd1 hxg4 24. hxg4 Rh6 25. Rxh6 gxh6 26. Rh1 Bb6 27. Rxh6 Kc7 28. Rxf6 Bd4 29. Rf7+ Kc8 30. g5 Be3+ 31. Kd1 Kb8 32. g6 a5 33. g7 Bg5 34. g8=Q+ Ka7 35. Qxg5 Ka8 36. Qg7 Ka7 37. Rxb7+ Ka6 38. Ra7+ Kb6 39. Qb7+ Kc5 40. Rxa5+ Kd4 41. Qb4+ Ke3 42. Rxe5 Kf2 43. Qd4+ Kf1 44. Qd2 Kg1 45.",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,1,0,44,45,False,False,True,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,45,344.1353449821472,45,1
1765992293-7700,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d3 b5 6. Bb3 Be7 7. a3 O-O 8. Nc3 d6 9. h3 Na5 10. Bd5 c6 11. Ba2 Be6 12. Bg5 Bxa2 13. b3 Nxb3 14. cxb3 Bxb3 15. Qxb3 h6 16. Be3 Nh5 17. Rc1 Nf4 18. Bxf4 exf4 19. Rc2 Bf6 20. h4 Qa5 21. O-O Rac8 22. Rfc1 Qd8 23. Qa2 Bxh4 24. Ne2 Bg5 25. Rxc6 Rxc6 26. Rxc6 Qa8 27. Rc7 Qb8 28. Rc3 Qb6 29. d4 Qb7 30. Qb1 Re8 31. e5 dxe5 32. dxe5 Qe7 33. Qd3 Qe6 34. Ned4 Qg4 35. Rc6 Rd8 36. Qc2 Be7 37. e6 fxe6 38. Rxa6 Bf6 39. Nc6 Rd7 40. Nce5 Bxe5 41. Ra8+ Kf7 42. Nxe5+ Kf6 43. Nxg4+ Kg5 44. Ne5 Rd5 45. Qg6+ Kh4 46. Qg4#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,46,46,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,46,319.4229555130005,46,0
1765992601-2582,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 a6 2. d4 e6 3. Nf3 c5 4. d5 d6 5. c4 g6 6. Nc3 h6 7. Bd3 Ne7 8. O-O exd5 9. exd5 Nd7 10. Re1 Nf6 11. Qc2 Qc7 12. Bxg6 b5 13. Bd3 bxc4 14. Bxc4 Bg7 15. Bf4 Rb8 16. Rad1 Rb4 17. b3 Nh5 18. Bc1 Rb6 19. Ne4 O-O 20. Ng3 Nxg3 21. hxg3 Bf5 22. Qe2 Ng6 23. Nh4 Nxh4 24. gxh4 Qd7 25. Qf3 a5 26. Qg3 Kh7 27. Bd3 Rb4 28. Bxf5+ Qxf5 29. Re7 Qh5 30. Rde1 Qxd5 31. Bb2 Bxb2 32. R1e4 Rxe4 33. Rxe4 Qxe4 34. Qxd6 Qe1+ 35. Kh2 Be5+ 36. Qxe5 Qxe5+ 37. g3 Qe8 38. Kg2 Qe4+ 39. Kh3 Qh1+ 40. Kg4 Qe4+ 41. Kh3 Qe2 42. Kg2 Qe4+ 43. Kh3 Qh1+ 44. Kg4 f5+ 45. Kf4 Qe4#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,0,0,45,45,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,46,307.55964183807373,45,0
1765993073-6557,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. Bg5 h6 6. Bh4 g5 7. Na4 Be7 8. Bg3 d6 9. Bb5 Bd7 10. Bxc6 Bxc6 11. b3 Qd7 12. Qe2 O-O-O 13. Nc3 h5 14. f3 h4 15. Bf2 g4 16. Qd2 gxf3 17. gxf3 Rdg8 18. Nge2 Rg2 19. d4 exd4 20. Bxd4 Rhg8 21. O-O-O Nh5 22. Kb1 Bg5 23. Qd3 Nf4 24. Nxf4 Bxf4 25. h3 R8g3 26. Nd5 Bxd5 27. exd5 Rxh3 28. Rxh3 Qxh3 29. Qe4 Rg8 30. Qxf4 Qg3 31. Qxf7 h3 32. Rh1 h2 33. Qh7 Qg2 34. Rxh2 Qf1+ 35. Kb2 Re8 36. Qh3+ Kb8 37. Qxf1 a6 38. Rh7 Rc8 39. Rh6 b6 40. Qg1 Kb7 41. Qg7 a5 42. Rh7 Ka6 43. Qg1 Kb7 44. b4 Ka6 45. a3 Kb7 46. Qf1 Ka7 47. Qg1 Kb7 48. Rd7 Ka6 49. Rh7 Kb7 50. Qe1 Ka6 51. Qg1 Kb7 52. Qg7 Ka6 53. Qd7 Kb7 54. bxa5 Ka6 55. Qxc8+ Kxa5 56. Qxc7 Kb5 57. Qc6+ Ka6 58. Kb3 Ka5 59. Ra7#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,1,59,58,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,59,472.71551179885864,59,1
1765993513-1545,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d5 3. exd5 Qxd5 4. Nc3 Qd6 5. Bc4 Nc6 6. O-O Bg4 7. h3 Bxf3 8. Qxf3 Nf6 9. Ne4 Nxe4 10. Qxf7+ Kd8 11. d3 Nf6 12. Bg5 Kc8 13. Bxf6 Qxf6 14. Qe8+ Nd8 15. Rae1 a5 16. Rxe5 c6 17. Rfe1 Bd6 18. Qxh8 Bxe5 19. Qxh7 Bxb2 20. Re8 a4 21. Qh8 b5 22. Rxd8+ Qxd8 23. Be6+ Kb7 24. Qxd8 Rxd8 25. Bg4 a3 26. Bf3 b4 27. Kf1 Rh8 28. Ke2 Bd4 29. Kd2 Bc3+ 30. Ke3 Rd8 31. Ke4 g6 32. Kf4 Rf8+ 33. Kg5 Rf6 34. Kh6 Kc7 35. Kg7 Bd4 36. Kh6 Bxf2 37. Kg5 Re6 38. Kh6 Kd6 39. Kg5 Bd4 40. Kh6 Re1 41. Kg5 Ra1 42. Kh6 Rxa2 43. Kg5 Rxc2 44. Kh6 Kc5 45. Kg5 a2 46. Kh6 Kd6 47. Kg5 a1=Q 48. Kh6 Kc5 49. Kg5 Qa2 50. Kh6 Qe6 51. Kg5 Be3+ 52. Kh4 Bf2+ 53. Kg5 Bd4 54. Kh6 Qf7 55. Kg5 Qf5+ 56. Kh6 Qf6 57. Kh7 Qg7#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,0,0,57,57,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,58,439.7883472442627,57,0
1765993594-1120,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 g5 8. Nxc6 bxc6 9. Qd4 Be7 10. Bg3 d6 11. h4 g4 12. Bc4 Be6 13. Bxe6 fxe6 14. O-O",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,5,14,13,False,False,False,True,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,14,81.11503338813782,14,5
