game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,primary_player_elo
1765964313-8159,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e6 2. d4 c5 3. d5 a6 4. c4 exd5 5. cxd5 b5 6. Nf3 c4 7. Be2 Bb7 8. O-O Nf6 9. Nc3 Ng4 10. h3 Nh6 11. Bxh6 Qf6 12. Bg5 Qg6 13. Qd2 Bc5 14. Ne5 Qb6 15. Be3 f6 16. Bxc5 Qc7 17. Nf3 d6 18. Be3 b4 19. Na4 O-O 20. Nb6 c3 21. bxc3 f5 22. Nxa8 Qd8 23. Nb6 f4 24. Bxf4 Rxf4 25. Qxf4 h6 26. cxb4 Qxb6 27. a3 g5 28. Qf6 a5 29. Qxh6 Qd8 30. Qxg5+ Qxg5 31. Nxg5 Nc6 32. dxc6 Bc8 33. bxa5 Bxh3 34. gxh3 Kf8 35. c7 Kg8 36. c8=Q+ Kg7 37. Qd7+ Kf6 38. Qxd6+ Kg7 39. Qe7+ Kg6 40. Qf7+ Kxg5 41. Qf5+ Kh4 42. Qg4#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,1,0,,,,,,,,0,0,42,42,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,42,262.399323701859,42,0,
1765964498-8687,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 Bc5 6. Nd6+ Ke7 7. Nf5+ Kf8 8. Bc4 Nf6 9. Nc3 d5 10. Bxd5 Nd4 11. Nxd4 Bxd4 12. O-O Kg8 13. Bg5 h6 14. Bh4 g5 15. Bg3 Bd7 16. Bxb7 Bxc3 17. Bxa8 Bd4 18. c3 Bc5 19. Bd5 Bb6 20. Bxe5 Rh7 21. Bxf6 Qc7 22. e5 Bh3 23. gxh3 a6 24. Qd3 g4 25. hxg4 Rg7 26. Bxg7 Qc8 27. Qf5 Qe6 28. Bxe6 Ba7 29. Qxf7+ Kh7 30. Bf5+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,1,0,,,,,,,,0,0,30,30,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,30,184.894449472427,30,0,
1765964628-3987,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e6 2. d4 d6 3. Nf3 a6 4. Bc4 d5 5. exd5 exd5 6. Bb3 Be7 7. O-O Bf5 8. Re1 Nc6 9. Nc3 Na5 10. Bxd5 Nf6 11. Bb3 O-O 12. Bg5 Nxb3 13. axb3 c6 14. Ne5 h6 15. Bh4 Qc7 16. Bg3 Bh7 17. Ng6 Qd8 18. Nxe7+ Kh8 19. Bh4 g5 20. Bg3 h5 21. Be5 Bg6 22. Nxg6+ Kg8 23. Nxf8 h4 24. Bxf6 Qxf6 25. Nd7 h3 26. Nxf6+ Kh8 27. Qh5+ Kg7 28. Qxg5+ Kf8 29. Qg8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,1,0,,,,,,,,0,0,29,29,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,29,129.769152879715,29,0,
1765965735-9418,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 Nd5 9. d3 Bd6 10. O-O O-O 11. Ne4 c5 12. Nxd6 Qxd6 13. Bf3 Bf5 14. Nc3 Nf4 15. Bxf4 exf4 16. Bxa8 Rxa8 17. Qf3 Rb8 18. b3 Nc6 19. Ne4 Qh6 20. Nxc5 Rd8 21. Rae1 Qd6 22. Ne4 Qc7 23. Ng5 h6 24. Ne4 a5 25. a4 Nd4 26. Qd1 Nxc2 27. Re2 Nd4 28. Rb2 Kh8 29. f3 Be6 30. Re1 Rc8 31. Nd2 Nc2 32. Re4 Bd5 33. Rxf4 Ne3 34. Qe2 Qc1+ 35. Kf2 Nd1+ 36. Kg3 Qxb2 37. Qxd1 Qe5 38. Ne4 g5 39. d4 Qc7 40. Qd2 Bxe4 41. fxe4 Kg8 42. e5 Qc2 43. Qxc2 gxf4+ 44. Kxf4 Rxc2 45. Kf5 Rf2+ 46. Ke4 Kf8 47. d5 Rc2 48. d6 Rd2 49. Kf5 Rxg2 50. e6 Rf2+ 51. Ke5 Re2+ 52. Kd5 fxe6+ 53. Kc6 Rd2 54. d7 Ke7 55. Kc7 Rxd7+ 56. Kc6 Rd8 57. Kb5 Rg8 58. Kxa5 e5 59. Kb4 h5 60. Kc3 Re8 61. Kd2 Ra8 62. Ke3 Rb8 63. Ke4 Kd6 64. Kf5 Rxb3 65. Kg5 Rf3 66. Kxh5 Rf2 67. Kg4 Rb2 68. Kg3 Rb7 69. Kg4 Rb4+ 70. Kg5 Rxa4 71. Kg6 Rh4 72. Kg5 Rh8 73. Kg4 Rxh2 74. Kg3 Ra2 75. Kf3 Ra8 76. Ke4 Rc8 77. Kf5 Rh8 78. Ke4 Ra8 79. Kf5 Rh8 80. Ke4 Rd8 81. Kf5 Rb8 82. Ke4 Rc8 83. Kf5 Rg8 84. Ke4 Rh8 85. Kf5 Kd5 86. Kg4 Kd6 87. Kf5 Ra8 88. Ke4 Rc8 89. Kf5 Kd5 90. Kf6 e4",,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,-10000000000,-10000000000,,,,,,,,0,0,90,90,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,91,1106.63310647011,90,0,
1765965926-1865,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 a6 2. d4 e6 3. Nf3 c5 4. d5 d6 5. c4 Be7 6. Nc3 exd5 7. cxd5 Nf6 8. Bd3 Bg4 9. O-O Nbd7 10. h3 Bxf3 11. Qxf3 O-O 12. Qe2 b5 13. f4 c4 14. Bc2 Re8 15. Qf3 Nc5 16. Be3 Nd3 17. Bxd3 cxd3 18. Rad1 Nd7 19. Rxd3 Qa5 20. a3 Rac8 21. Bd4 Rc4 22. Qg3 Bf6 23. Bxf6 Qb6+ 24. Kh1 Nxf6 25. e5 Ne4 26. Nxe4 h5 27. Nxd6 Rxe5 28. fxe5 Ra4 29. Rxf7 Rg4 30. hxg4 a5 31. gxh5 Qg1+ 32. Kxg1 b4 33. Qxg7#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,1,0,,,,,,,,0,0,33,33,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,33,191.36490893364,33,0,
1765966295-5174,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. d3 Na5 5. Bb3 Nxb3 6. axb3 Nf6 7. Bg5 a5 8. Nc3 Bg4 9. Nd5 Be6 10. Nxf6+ gxf6 11. Bh4 d5 12. exd5 Bxd5 13. O-O b6 14. c4 Bc6 15. Re1 Bxf3 16. Qxf3 Bg7 17. Qc6+ Kf8 18. Re3 h5 19. Rf3 Rb8 20. Re1 Rg8 21. Rxe5 Qd6 22. Qxd6+ cxd6 23. Rd5 Bh6 24. Bxf6 b5 25. Rxd6 Rg6 26. Rd8+ Rxd8 27. Bxd8 Bg7 28. Bxa5 Re6 29. h3 b4 30. Bxb4+ Ke8 31. Bc3 Kf8 32. Bxg7+ Kxg7 33. Re3 Rd6 34. b4 Rb6 35. b5 Kf8 36. b3 f5 37. Re5 Rb7 38. Rxf5+ Rf7 39. Rxf7+ Kxf7 40. b6 Kg6 41. b7 Kf6 42. b8=Q Kf5 43. Qe8 Kf6 44. Qe4 Kg5 45. Qe5+ Kg6 46. Qf4 Kg7 47. Qf5 h4 48. Qe6 Kf8 49. Qd7 Kg8 50. Qe7 Kh8 51. Qf7",1/2-1/2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,0.5,0.5,,,,,,,,0,0,51,51,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,51,368.611239671707,51,0,
1765966442-6455,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d6 2. d4 g6 3. Nc3 c6 4. Be3 Nd7 5. Qd2 Ngf6 6. f3 b5 7. O-O-O Rb8 8. Kb1 Nb6 9. g4 Bg7 10. h4 Qc7 11. h5 O-O 12. hxg6 fxg6 13. Bh6 e5 14. Bxg7 Kxg7 15. Qh6+ Kf7 16. g5 Kg8 17. gxf6 Rf7 18. dxe5 dxe5 19. Nh3 b4 20. Ng5 Bb7 21. Nxf7 Qxf7 22. Rd6 bxc3 23. b3 c5 24. Bc4 Nxc4 25. Rd8+ Rxd8 26. Qxh7+ Qxh7 27. Rxh7 Rd1#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,0,1,,,,,,,,0,0,27,27,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,28,147.047914981842,27,0,
1765966656-7447,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 e6 3. d4 Nf6 4. e5 Nd5 5. c4 Ne7 6. d5 h6 7. d6 Nec6 8. Nc3 g6 9. Bd3 Bg7 10. Qe2 O-O 11. O-O a6 12. Bf4 b5 13. cxb5 axb5 14. Nxb5 f5 15. exf6 Rxf6 16. Bg3 Ra5 17. Nc7 Ra4 18. Bxg6 Rxg6 19. Ne5 Rg5 20. Nxc6 Nxc6 21. f4 Rf5 22. Qg4 Bb7 23. Qg6 Qf8 24. Rae1 Rxa2 25. Rf2 Qf7 26. Qxf7+ Kxf7 27. Rfe2 Ra5 28. Bh4 Ra4 29. Bg3 Bf6 30. Nxe6 Ba8 31. Nxc5 Bd4+ 32. Bf2 Rxc5 33. Bxd4 Nxd4 34. Re7+ Kg6 35. Rxd7 Rc2 36. Ree7 Ra1+ 37. Re1 Nf3+ 38. gxf3 Rxe1#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,0,1,,,,,,,,0,0,38,38,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,39,214.151065587997,38,0,
1765966857-4391,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Qe7 3. Bc4 a6 4. d3 Nf6 5. Ng5 h6 6. Nxf7 Rg8 7. Nxe5 Qxe5 8. Bxg8 d5 9. Bxd5 Ng4 10. Qxg4 Bb4+ 11. c3 Bxc3+ 12. bxc3 Bxg4 13. Bxb7 Qb5 14. Bxa8 Ke7 15. O-O Be2 16. Re1 Bxd3 17. Na3 Qc5 18. Be3 Qa5 19. Red1 Qxa3 20. Rxd3 a5 21. Rad1 Na6 22. Rd7+ Ke8 23. Rd8+ Ke7 24. R1d7+ Ke6 25. Rxg7 c6 26. Rg6+ Ke7 27. Rdg8 Qb2 28. R8g7+ Kf8 29. Rg8+ Ke7 30. R8g7+ Kf8 31. Rg8+ Ke7 32. R8g7+ Kf8 33. Rg8+ Ke7 34. R8g7+ Kf8 35. Rg8+ Ke7",1/2-1/2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,0.5,0.5,,,,,,,,0,0,35,35,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,36,201.687837600708,35,0,
1765967001-7477,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c6 2. d4 g6 3. Nc3 a5 4. Nf3 Nf6 5. Bd3 d5 6. e5 Nfd7 7. O-O Bg7 8. Bg5 f6 9. exf6 Bxf6 10. Bxf6 exf6 11. Re1+ Kf7 12. Qd2 Nf8 13. Qh6 Na6 14. Ne2 Nb4 15. Nf4 Nxd3 16. Nxd3 Bf5 17. Nc5 b6 18. Nd3 Qc7 19. Nh4 Bxd3 20. cxd3 Ne6 21. Re3 Qd6 22. Rae1 Rae8 23. Nf3 Qf8 24. Qh3 Nc7 25. Qd7+ Kg8 26. Rxe8 Nb5 27. Rxf8+ Kxf8 28. Re8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,2,1,0,,,,,,,,0,0,28,28,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,28,143.371421337128,28,0,
