game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,primary_player_elo
1766163539-2967,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 Nf6 3. Nc3 g6 4. Nf3 Nxd5 5. Bc4 Nf6 6. O-O Bg7 7. d4 Bf5 8. Bg5 Nc6 9. Re1 O-O 10. Qd2 a6 11. Rad1 Nb4 12. Bb3 c6 13. a3 Nbd5 14. Nxd5 Nxd5 15. Bxd5 a5 16. Bb3 Bg4 17. Bxe7 Qd7 18. Bxf8 Bxf3 19. gxf3 Qf5 20. Bxg7 a4 21. Bh6 Qxf3 22. Qe3 Qh5 23. Qg5 Qxg5+ 24. Bxg5 axb3 25. cxb3 Rf8 26. Re7 f6 27. Bh6 g5 28. Rg7+ Kh8 29. Re1 g4 30. Ree7 Rc8 31. Rxh7+ Kg8 32. Reg7+ Kf8 33. Rh8#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 2,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,33,False,False,False,0,0,33,33,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 2,33,151.25363779067993,33,0,4008.399826281142
1766163760-5019,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Bb5 Nf6 5. Nf3 Bc5 6. d3 O-O 7. Ne2 d5 8. Bxf4 dxe4 9. Ng5 exd3 10. Bxc6 bxc6 11. Qd2 dxe2 12. Qc3 Bd4 13. Qxc6 Bg4 14. h4 Re8 15. Qc4 Be6 16. Qa4 Bxb2 17. Rb1 Bc3+ 18. Kf2 Bd4+ 19. Kg3 Nh5+ 20. Kh2 Nxf4 21. Rhe1 Be5 22. Qe4 Nd3+ 23. g3 Nxe1 24. Rxe1 Bxg3+ 25. Kg1 Bxe1 26. Kg2 Bd5 27. Kg1 Bxe4 28. c3 Bxc3 29. a4 e1=Q+ 30. Kh2 Qxh4+ 31. Kg1 Qhxg5+ 32. Kf2 Qgg2# 33. Ke3 Qf3#",0-1,Stockfish 2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,5,31,False,False,False,0,5,33,31,False,False,False,False,Stockfish 2 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,34,221.02741718292236,33,5,4008.399826281142
1766164011-9724,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 Nc6 2. Nf3 d5 3. exd5 Qxd5 4. Nc3 Qh5 5. Be2 Nf6 6. d4 Bg4 7. Be3 a6 8. Qd2 O-O-O 9. O-O-O Qf5 10. h3 Bh5 11. g4 Nxg4 12. hxg4 Bxg4 13. Nh4 Qh5 14. Bxg4+ Qxg4 15. Rdg1 Qe6 16. Nf3 f6 17. d5 Qg8 18. Qe2 Rxd5 19. Nxd5 g6 20. Nc3 e5 21. Rd1 Bb4 22. Nd5 e4 23. Nxb4 exf3 24. Qxf3 Qc4 25. Nxc6 bxc6 26. Qxf6 Kb7 27. Qxh8 Qe6 28. Qd4 Kc8 29. Qa7 Qd6 30. Rxd6 cxd6 31. Qxa6+ Kd8 32. Qxc6 h5 33. Qxd6+ Ke8 34. Qxg6+ Kd7 35. Qxh5 Kc6 36. Qg6+ Kc7 37. Rh7+ Kb8 38. Qg8#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 2,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,38,False,False,False,0,0,38,38,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 2,38,251.31930923461914,38,0,4008.399826281142
1766168744-8542,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e3 e5 2. c4 Nf6 3. d4 exd4 4. a3 dxe3 5. fxe3 Bc5 6. Bd3 O-O 7. Nf3 Re8 8. O-O Bxe3+ 9. Bxe3 Rxe3 10. Ng5 h6 11. Nh7 Nxh7 12. Bc2 Nf6 13. Qd4 Re8 14. Qh4 d6 15. a4 Nc6 16. a5 a6 17. Nd2 Be6 18. Ra3 Ne5 19. h3 Ng6 20. Qf2 Qd7 21. Re3 Re7 22. Ne4 Nxe4 23. Bxe4 Rae8 24. Rc3 c6 25. Qc2 d5 26. Bd3 dxc4 27. Bxc4 Bxc4 28. Rxc4 Re2 29. Qd1 Qxd1 30. Rxd1 Rxb2 31. h4 Ree2 32. Rd8+ Kh7 33. Kf1 Rxg2 34. Re4 Rh2 35. h5 Rxh5 36. Kg1 Rxa5 37. Kf1 Ra1+ 38. Rd1 Rxd1+ 39. Re1 Rxe1+ 40. Kxe1 a5 41. Kf1 a4 42. Kg1 a3 43. Kf1 a2 44. Kg1 a1=Q#",0-1,Stockfish 2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,44,False,False,False,0,0,44,44,False,False,False,False,Stockfish 2 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,45,4733.1648461818695,44,0,4008.399826281142
1766168812-6059,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 Nc6 3. d4 d5 4. exd5 Qa5+ 5. Bd2 Qc7 6. dxc6 a6 7. dxc5 Bf5 8. cxb7 Qxb7 9. Nc3 Nf6 10. Bd3 Bg4 11. O-O O-O-O 12. h3 Bxf3 13. Qxf3 Rxd3 14. Qxd3 g6 15. Bf4 e6 16. Rad1 Qc6 17. Qd8+ Kb7 18. Qb8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 2,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,18,False,False,False,0,0,18,18,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 2,18,67.49009323120117,18,0,4008.399826281142
1766168953-1895,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. a3 e5 2. e3 d5 3. Be2 Nf6 4. d4 e4 5. Bd2 Bd6 6. c3 O-O 7. a4 c5 8. Na3 cxd4 9. exd4 Nc6 10. Nc2 Bf5 11. h4 h6 12. Ne3 Bh7 13. Nh3 Qd7 14. Ng5 Bg6 15. Nh3 Rac8 16. g4 Na5 17. g5 hxg5 18. Bb5 Qe7 19. hxg5 Nh5 20. Be2 Nc4 21. Bxh5 Nxe3 22. Bxe3 Bxh5 23. Qxh5 f6 24. g6 Rfe8 25. Qh7+ Kf8 26. Qh8#",1-0,Stockfish 2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,26,False,False,False,0,0,26,26,False,False,False,False,Stockfish 2 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,26,141.50904989242554,26,0,1887.9880017344076
1766169055-6443,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d5 3. exd5 Bd6 4. Nc3 Nf6 5. d3 h6 6. Be2 c6 7. dxc6 bxc6 8. O-O Be6 9. Ne4 O-O 10. Nxd6 Qxd6 11. Be3 Qc7 12. Qd2 Re8 13. Bxh6 gxh6 14. Qxh6 Nbd7 15. Ng5 Bd5 16. Bf3 Qd6 17. Bxd5 Qxd5 18. Rae1 Qc5 19. Re3 Rab8 20. Rg3 Qa3 21. Ne6+ Ng4 22. Rxg4+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 2,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,22,False,False,False,0,0,22,22,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 2,22,101.39166975021362,22,0,1919.6605001534574
1766169644-1938,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. d4 d5 2. Bg5 Nf6 3. e3 e6 4. c3 Be7 5. Nf3 O-O 6. Bd3 Nbd7 7. Nbd2 c5 8. O-O c4 9. Be2 b5 10. Qb1 a5 11. b3 Ba6 12. h3 Rb8 13. Bh4 b4 14. Rc1 bxc3 15. Rxc3 Bb4 16. Qb2 Bxc3 17. Qxc3 Qb6 18. Rb1 Qb4 19. Qc1 c3 20. Bxa6 cxd2 21. Qxd2 Qxd2 22. Nxd2 Rb6 23. Bd3 Rc8 24. Kf1 Rbc6 25. a4 Rc1+ 26. Ke2 Rxb1 27. Nxb1 Ne4 28. f3 Nc3+ 29. Nxc3 Rxc3 30. Kd2 Rxb3 31. Kc2 Ra3 32. Be7 Rxa4 33. Kb1 Rb4+ 34. Bxb4 axb4 35. Ka2 Nb6 36. Kb2 Nc4+ 37. Kb3 Nxe3 38. g4 Ng2 39. Kxb4 Nf4 40. Bb5 Nxh3 41. Bf1 Nf4 42. Kc3 h5 43. Bd3 hxg4 44. fxg4 Nxd3 45. Kxd3 Kh7 46. g5 Kg6 47. Ke3 Kxg5 48. Kd2 Kf5 49. Kc3 Ke4 50. Kd2 Kxd4 51. Ke1 e5 52. Kf1 f5 53. Kg1 g5 54. Kg2 g4 55. Kg1 f4 56. Kf2 e4 57. Kf1 Ke5 58. Kf2 d4 59. Ke2 d3+ 60. Kd1 Kd4 61. Ke1 e3 62. Kf1 f3 63. Kg1 g3 64. Kh1 d2 65. Kg1 d1=Q#",0-1,Stockfish 2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,65,False,False,False,0,0,65,65,False,False,False,False,Stockfish 2 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,66,589.7356276512146,65,0,1946.439216005703
1766170655-5971,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 h6 6. Nf3 e4 7. Nd4 c6 8. dxc6 Qxd4 9. cxb7 Bxb7 10. Bb5+ Nbd7 11. O-O Qb6 12. Nc3 Bd6 13. d3 O-O 14. Be3 Qc7 15. h3 Rfd8 16. Qe2 a6 17. Bc4 Rac8 18. Bb3 Nc5 19. Bxc5 exd3 20. cxd3 Qxc5 21. Rac1 Bc7 22. Ne4 Qf5 23. Nxf6+ Qxf6 24. Qg4 Bb6 25. Rxc8 Bxc8 26. Qc4 Qg6 27. Kh1 Be6 28. Qxa6 Bd4 29. Bxe6 Qxe6 30. Qxe6 fxe6 31. b3 Rc8 32. a4 Rc7 33. Rb1 Rc2 34. b4 Ra2 35. a5 h5 36. b5 Rxa5 37. b6 Ra1 38. Rxa1 Bxa1 39. b7 Be5 40. d4 Bd6 41. g3 Kf7 42. Kg2 Kg6 43. Kf3 Kf5 44. g4+ hxg4+ 45. hxg4+ Kg6 46. Ke4 Kf6 47. f4 g6 48. g5+ Ke7 49. d5 exd5+ 50. Kxd5 Bxf4 51. Kc6 Bb8 52. Kb6 Bh2 53. Ka7 Bd6 54. b8=Q Bxb8+ 55. Kxb8 Ke6 56. Kc7 Ke5 57. Kd7 Kf5 58. Ke7 Ke5 59. Kf7 Kf5 60. Kg7 Kxg5 61. Kf7 Kf5 62. Kg7 g5 63. Kh6 Kf4 64. Kh5 Kf5 65. Kh6 g4 66. Kh5 Kf4 67. Kh4 Kf3 68. Kh5 Kg3 69. Kg5 Kh3 70. Kf4 Kh4 71. Ke3 Kh3 72. Kf2 Kh2 73. Kf1 g3 74. Ke2 Kh3 75. Kf3 Kh2 76. Ke2 Kg2 77. Ke3 Kh3 78. Kf3 g2 79. Kf2 Kh2 80. Kf3 g1=Q 81. Ke2 Kh3 82. Kf3 Qc5 83. Ke4 Kg2 84. Kf4 Kh1 85. Ke4 Kg1 86. Kf4 Kh2 87. Ke4 Kg2 88. Kf4 Kh3 89. Ke4 Kg4 90. Kd3 Kf5",,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 2,,2.0,-10000000000.0,-10000000000.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 2,91,1011.0922467708588,90,0
1766171039-4855,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nf3 d5 2. d3 Nf6 3. Nc3 Nc6 4. e3 e5 5. a3 Bg4 6. Be2 Bd6 7. Bd2 O-O 8. O-O e4 9. dxe4 dxe4 10. Nd4 Bxe2 11. Ncxe2 Nxd4 12. exd4 Ng4 13. Ng3 Qh4 14. h3 Nf6 15. Qe2 Rfe8 16. Qe3 Nd5 17. Qg5 Qxg5 18. Bxg5 f6 19. Bc1 Bxg3 20. Bd2 Bd6 21. a4 e3 22. Bc1 e2 23. Bd2 exf1=Q+ 24. Rxf1 Re2 25. Rd1 Rae8 26. c4 Nf4 27. c5 Nxg2 28. Kxg2 Bf8 29. Kf3 R2e4 30. Be3 f5 31. b4 f4 32. Bc1 g5 33. d5 Rxb4 34. c6 bxc6 35. Kg4 Rxa4 36. Kf5 Ra5 37. Kxg5 Rxd5+ 38. Rxd5 cxd5 39. Bb2 Re2 40. Bc3 Rxf2 41. Kf5 f3 42. Ke6 Rc2 43. Bb4 Bxb4 44. Kf5 f2 45. Kg4 f1=Q 46. Kh5 Rg2 47. Kh4 Qf4+ 48. Kh5 Qg5#",0-1,Stockfish 2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,48,False,False,False,0,0,48,48,False,False,False,False,Stockfish 2 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,49,383.1471440792084,48,0,1969.6359947967776
