game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,primary_player_elo
1766107325-4808,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe6+ 4. Be2 Qb6 5. Nf3 Nf6 6. O-O c6 7. d4 Bg4 8. Be3 Qc7 9. h3 Bf5 10. Ne5 Bc8 11. Bf4 Nbd7 12. Nxd7 Qxf4 13. Nxf8 Kxf8 14. Bf3 Ke8 15. Re1 Qd6 16. Ne4 Qd8 17. Nxf6+ gxf6 18. c3 Bf5 19. Qe2 Kf8 20. Bg4 Bg6 21. Bh5 Qc7 22. Bxg6 fxg6 23. Qe6 Rd8 24. Re2 Qd7 25. Rae1 c5 26. Qxe7+ Qxe7 27. Rxe7 Rg8 28. Rxb7 cxd4 29. cxd4 g5 30. Ree7 Rg6 31. Rxh7 f5 32. Rh8+ Rg8 33. Rxg8+ Kxg8 34. Rxa7 g4 35. hxg4 fxg4 36. Ra4 Kg7 37. Kh2 Kf6 38. Kg3 Kf5 39. Ra5+ Kf6 40. Ra4 Kf5 41. Ra5+ Ke4 42. Ra4 Rc8 43. Kxg4 Rg8+ 44. Kh3 Rg7 45. g3 Rf7 46. Kg2 Rf6 47. f3+ Kd3 48.",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,1,47,True,False,True,1,0,47,48,False,False,True,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,48,385.04747438430786,48,1,-1079.8998262821206
1766107715-2753,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nc3 e5 2. e4 Nf6 3. Bc4 Bc5 4. Nf3 d6 5. O-O O-O 6. d3 h6 7. a4 a6 8. Kh1 Nc6 9. Nd5 Nxd5 10. exd5 Ne7 11. d4 exd4 12. b4 Ba7 13. Ra3 Bg4 14. Qd2 Bxf3 15. Rxf3 Ng6 16. Ra3 Qh4 17. Rg3 Rae8 18. Be2 Re5 19. Qd1 Rfe8 20. Rh3 Qf6 21. Rf3 Qe7 22. Bc4 Nh4 23. Rh3 Nf5 24. b5 axb5 25. Bxb5 c6 26. Bd3 cxd5 27. Bd2 Nh4 28. f4 Re6 29. Qh5 Ng6 30. a5 Rf6 31. Qf3 Qd7 32. Rg3 Ne5 33. fxe5 Rxf3 34. Rgxf3 dxe5 35. Bf5 Qc6 36. c4 dxc4 37. a6 bxa6 38. Bxh6 gxh6 39. Bd3 cxd3 40. Rxf7 Qg6 41. Rxa7 Rf8 42. Rff7 Rxf7 43. Rb7 Rf1#",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,43,False,False,False,0,0,43,43,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,44,389.5532100200653,43,0,1320.1
1766108794-5544,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Nxd5 Qxd5 5. Nf3 e5 6. d3 Bf5 7. Be2 Be7 8. O-O Nc6 9. c4 Qd7 10. a3 O-O-O 11. b4 Kb8 12. b5 Na5 13. Nxe5 Qe6 14. Bf4 Bd6 15. d4 f6 16. Nd3 Bxd3 17. Bxd3 Bxf4 18. d5 Qf7 19. Qa4 b6 20. c5 Qxd5 21. cxb6 axb6 22. Qxf4 Nb3 23. Bc4 Qd4 24. Qxd4 Nxd4 25. a4 Rhe8 26. a5 Re5 27. axb6 cxb6 28. Ra6 Kb7 29. Rfa1 Kc7 30. Ra7+ Kb8 31. Ra8+ Kc7 32. R1a7+ Kd6 33. Rxd8+ Kc5 34. Rc7+ Kb4 35. Rxd4 Re1+ 36. Bf1+ Ka3 37. Ra7+ Kb2 38. Rd2+ Kc3 39. Rd3+ Kc4 40. Ra4+ Kxb5 41. Re4+ Rc1 42. Rd1+ Kc6 43. Rxc1+ Kd6 44. Rd4+ Ke7 45. Rc7+ Ke6 46. Re4+ Kd5 47. Ree7 h5 48. Rxg7 Ke6 49. Rge7+ Kd6 50. Rcd7+ Kc5 51. Rc7+ Kd6 52. Red7+ Ke5 53. Re7+ Kd4 54. Rcd7+ Kc5 55. Rc7+ Kd6 56. Red7+ Ke5 57. Re7+ Kd5 58. Rcd7+ Kc6 59. Rc7+ Kd5 60. Red7+ Ke6 61. Re7+ Kd6 62. Red7+ Ke5 63. Re7+ Kd4 64. Rcd7+ Kc3 65. Rc7+ Kd4 66. Red7+ Ke5 67. Re7+ Kf4 68. Rc4+ Kf5 69. Rf4+ Kg6 70. Re6 Kh6 71. Rfxf6+ Kg5 72. Rg6+ Kf5 73. Ref6+ Ke4 74. Re6+ Kd5 75. Rd6+ Ke4 76. Rge6+ Kf5 77. Rf6+ Ke4 78. Rde6+ Kd5 79. Rd6+ Kc5 80. Rc6+ Kb4 81. Rxb6+ Kc3 82. Rfc6+ Kd2 83. Rd6+ Kc2 84. Rbc6+ Kb1 85. Rb6+ Kc1 86. Rd1+ Kxd1 87.",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,1,86,True,False,True,1,0,86,87,False,False,True,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,87,1078.7776184082031,87,1,1199.6880017344074
1766109017-9536,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nc3 d5 2. e3 e5 3. d4 e4 4. h4 Nf6 5. h5 h6 6. Be2 Bd6 7. Nb5 Be7 8. c4 c6 9. Nc3 Be6 10. Qb3 Qd7 11. Bd2 O-O 12. Nh3 Bxh3 13. Rxh3 Na6 14. Rh4 Nc7 15. a4 Rab8 16. Rh1 a6 17. Qc2 b5 18. c5 b4 19. Na2 a5 20. Qd1 Ne6 21. Qc2 Ng5 22. Qb3 Qg4 23. Bxg4 Nxg4 24. Ke2 f5 25. f3 exf3+ 26. gxf3 Nf6 27. Rhe1 Nxh5 28. Nxb4 axb4 29. Kd1 Nxf3 30. Rh1 Nxd2 31. Kxd2 Ng3 32. Rhd1 Ne4+ 33. Kd3 f4 34. Rf1 fxe3 35. Rxf8+ Rxf8 36. Rb1 Rf2 37. Kxe3 Bg5+ 38. Kd3 Rd2#",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,38,False,False,False,0,0,38,38,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,39,222.93262004852295,38,0,1320.1
1766110054-5237,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 e6 3. d4 d5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bb5+ Bd7 7. Bxd7+ Nxd7 8. O-O cxd4 9. Qxd4 Nb6 10. Qxd8+ Kxd8 11. Be3 Bb4 12. Rad1+ Ke7 13. Nb5 Nf6 14. Bxb6 axb6 15. a3 Ra5 16. Nbd4 Bd6 17. Rfe1 Rc8 18. c3 Bb8 19. Nf5+ Rxf5 20. Nd4 Ra5 21. Nf5+ Kf8 22. Nd4 Rh5 23. h3 b5 24. Nf3 Rhc5 25. Rd4 R5c6 26. Red1 Ba7 27. Rd8+ Rxd8 28. Rxd8+ Ke7 29. Ra8 Bb6 30. Rb8 Rc7 31. Ne5 Kd6 32. Nd3 e5 33. Nb4 Bc5 34. Nd3 Bb6 35. Nb4 Re7 36. Rd8+ Bxd8 37. Nd3 Re8 38. Nb4 Bb6 39. Nd3 Bd8 40. Nb4 Nd5 41. Nd3 Bc7 42. Nb4 Nxb4 43. axb4 Ra8 44. Kh2 Kd5 45. Kg3 h5 46. Kh4 Bd8+ 47. Kxh5 Ke6 48. Kg4 g6 49. Kf3 e4+ 50. Kxe4 Bb6 51. Kf3 Ra2 52. Kg3 Kf5 53. Kf3 Ba7 54. Kg3 g5 55. Kf3 Ke6 56. Kg3 Rxb2 57. Kf3 Bb8 58. Kg4 Rxf2 59. Kxg5 Ba7 60. Kg4 Bb8 61. Kh4 Rc2 62. Kg4 Rf2 63. Kh4 Rc2 64. Kg4 Rb2 65. Kh4 Rc2 66. Kg4 Be5 67. Kh4 Bxc3 68. Kg4 Be5 69. Kh4 Bb2 70. Kg4 Ba3 71. Kh4 Ke7 72. Kg4 Rc1 73. Kh4 Rc6 74. Kg4 Rc8 75. Kh4 Rc2 76. Kg4 Bxb4 77. Kh4 Ke6 78. Kg4 Bc5 79. Kh4 f6 80. Kg4 Rc1 81. Kh4 Re1 82. Kg4 Kd6 83. Kh4 b6 84. Kg4 Re3 85. Kh4 Re5 86. Kg4 Re3 87. Kh4 Re5 88. Kg4 Re1 89. Kh4 Rc1 90. Kg4 b4",,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,-10000000000.0,-10000000000.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,91,1037.4847733974457,90,0
1766110273-1671,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bb5 Bc5 5. Nbd2 Nge7 6. O-O O-O 7. Re1 d6 8. Nb3 Bb6 9. Bxc6 Nxc6 10. a4 a5 11. Nfxd4 Nxd4 12. Be3 Nxb3 13. Bxb6 Nxa1 14. Bd4 c5 15. Bxg7 Kxg7 16. e5 dxe5 17. Qf3 Qf6 18. Re3 Qxf3 19. Rxf3 Be6 20. Rg3+ Kh8 21. f4 Rg8 22. fxe5 Rxg3 23. Kh1 Rg5 24. Kg1 Rxe5 25. Kf1 Rd8 26. g4 Rd2 27. h3 Rxc2 28. h4 Rxb2 29. h5 Re4 30. h6 Rxg4 31. Ke1 Rg1#",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,31,False,False,False,0,0,31,31,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,32,218.9556429386139,31,0,1390.5365036222724
1766110419-6809,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 a6 4. d3 Bc5 5. Ng5 d5 6. exd5 h6 7. Nxf7 Qf6 8. O-O Kxf7 9. dxc6+ Ke7 10. cxb7 Bh3 11. bxa8=Q Qh4 12. gxh3 Nf6 13. Qxh8 Ne8 14. Qf3 h5 15. Qff8+ Kd7 16. Qxe8+ Kd6 17. Qxg7 Bd4 18. Qgxe5+ Bxe5 19. Qxe5+ Kc6 20. Qe6+ Kc5 21. Qxa6 c6 22. Qa5+ Kd6 23. Qb4+ Kd7 24. Qb7+ Kd8 25. Qxc6 Ke7 26. Qe6+ Kf8 27. Qf7+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,2,26,False,False,False,2,0,26,27,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,27,145.5302631855011,27,2,1440.5119982655924
1766110791-7702,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. d4 d5 2. e3 Nf6 3. c4 e6 4. a3 c5 5. dxc5 Bxc5 6. b4 Be7 7. Be2 O-O 8. cxd5 Nxd5 9. e4 Nf6 10. Qxd8 Rxd8 11. Nd2 Nc6 12. b5 Nd4 13. Rb1 Nc2+ 14. Kd1 Nxa3 15. Rb3 a6 16. Bxa3 Bxa3 17. bxa6 bxa6 18. Rxa3 Bb7 19. Bd3 Nxe4 20. Bxe4 Bxe4 21. Rg3 Bg6 22. Rc3 a5 23. Ra3 a4 24. Ke1 Rdb8 25. Ne2 Rb2 26. Rf1 Rd8 27. Nf3 Rb1+ 28. Nc1 Rxc1+ 29. Ke2 Rxf1 30. Kxf1 Bc2 31. Ke2 Bb3 32. Ke1 Rd1+ 33. Ke2 Rc1 34. Nd2 Rc2 35. Ra1 Ra2 36. Re1 Bc4+ 37. Kf3 Rxd2 38. Re4 Bd5 39. Ke3 Bxe4 40. f3 Rxg2 41. fxe4 Rxh2 42. Kf3 Rh3+ 43. Kg4 Re3 44. Kf4 Rxe4+ 45. Kf3 Rc4 46. Ke3 a3 47. Kd3 Rc8 48. Kd4 a2 49. Kd3 a1=Q 50. Ke2 Qa3 51. Kf1 Rc2 52. Ke1 Qa1#",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,52,False,False,False,0,0,52,52,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,53,372.3005928993225,52,0,1479.276003468815
1766110890-4384,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Qe7 3. Bc4 Nf6 4. Nc3 c6 5. d4 d6 6. dxe5 dxe5 7. O-O Nbd7 8. Bg5 Nb6 9. Bb3 a5 10. a4 Qd6 11. Qe2 Be7 12. Rad1 Qc5 13. Be3 Bg4 14. Bxc5 Nxa4 15. Bxe7 Nxc3 16. bxc3 Rf8 17. Bxf8 a4 18. Bxg7 Bxf3 19. Qxf3 Ra5 20. Bxf6 Ra8 21. Bxe5 f5 22. Qxf5 b5 23. Qf7+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,23,False,False,False,0,0,23,23,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,23,98.84965562820435,23,0,1510.948501887865
1766111039-1978,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. e3 Be7 5. a3 O-O 6. Qc2 c5 7. Be2 Nc6 8. dxc5 Bxc5 9. b4 Be7 10. Bb2 dxc4 11. Bxc4 a6 12. Bb3 Bd7 13. Nc3 Rc8 14. O-O Na7 15. Rac1 Nb5 16. Ne5 Nxc3 17. Qxc3 Rxc3 18. Nxd7 Rxb3 19. Nxf6+ Bxf6 20. Bd4 Bxd4 21. Rfe1 Bf6 22. Red1 Qe7 23. Rc8 Rxc8 24. a4 Rd8 25. Rxd8+ Qxd8 26. f4 Qd1+ 27. Kf2 Qd2+ 28. Kg1 Rb1+",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,28,False,False,False,0,0,28,28,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,29,148.83400964736938,28,0,1537.7272177401103
