game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1765990703-5363,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 h6 7. Nd6+ Ke7 8. Nf5+ Ke8 9. Bc4 a6 10. O-O d6 11. Ne3 b5 12. Bd5 Bb7 13. a3 Rc8 14. Qf3 Nxd5 15. Ncxd5 h5 16. c3 Ne7 17. Rd1 Nxd5 18. Nxd5 Rc5 19. Be3 Bxd5 20. Bxc5 Bb3 21. Rd2 a5 22. Qd3 a4 23. Qxb5+ Ke7 24. Bxd6+ Qxd6 25. Rxd6 f6 26. Qd7+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,1.0,0.0,0,0,26,26,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,26,107.53702354431152,26,0
1765991417-1951,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d3 Bb4 5. g3 d6 6. Nd2 Bg4 7. Bg2 O-O 8. Rb1 Re8 9. h3 Bh5 10. O-O Nd4 11. Re1 c6 12. a3 Ba5 13. b4 Bc7 14. a4 a6 15. Nde4 Nxe4 16. dxe4 Qf6 17. Rb2 Rad8 18. Qd3 Bg6 19. Rf1 Qe6 20. e3 Nb3 21. Rxb3 d5 22. cxd5 cxd5 23. Qb1 d4 24. exd4 exd4 25. Nd5 Rxd5 26. f4 Bxe4 27. Bxe4 Qxe4 28. Rd3 Qe2 29. Qb3 Rh5 30. h4 Rf5 31. a5 Rf6 32. Qd1 Qxd1 33. Rdxd1 Rg6 34. Kg2 Re2+ 35. Rf2 Rxf2+ 36. Kxf2 Rd6 37. Bb2 d3 38. Bc3 f6 39. Ke3 Kf7 40. h5 g6 41. Rh1 gxh5 42. Bd4 Kg6 43. Ke4 d2 44. Ra1 Rxd4+ 45. Kxd4 Bd6 46. b5 axb5 47. Kc3 Bb4+ 48. Kxb4 Kf5 49. Rd1 Kg4 50. Rxd2 Kxg3 51. Rd7 Kxf4 52. Re7 Kg5 53. Rxb7 Kg6 54. a6 h4 55. Re7 h3 56. Re1 h2 57. Rh1 Kf7 58. a7 Ke6 59. Ka5 Kf5 60. Kb4 Kg4 61. Rd1 Kg3 62. Rh1 Kg2 63. Rd1 h1=Q 64. a8=Q+ Kh2 65. Rxh1+ Kg3 66. Qb7 Kf4 67. Qe7 Kg5 68. Qxh7 Kf4 69. Rh3 Ke5 70. Qc7+ Kf5 71. Rg3 Ke6 72. Kc5 Kf5 73. Kxb5 Ke6 74. Rh3 Kf5 75. Qd7+ Kg6 76. Rg3+ Kh5 77. Qh7#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,77,77,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,77,714.5934443473816,77,0
1765991811-5031,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c6 2. d4 h5 3. Nf3 h4 4. h3 e6 5. Bg5 Be7 6. Bxe7 Kxe7 7. Nc3 d5 8. e5 b6 9. Bd3 Ba6 10. Bxa6 Nxa6 11. Qd3 Nb8 12. O-O-O Nd7 13. Ng5 Kf8 14. f4 Qe7 15. Rhf1 Ke8 16. f5 Nh6 17. fxe6 Qxg5+ 18. Kb1 fxe6 19. Qa6 Qd8 20. Qb7 Rc8 21. Qxa7 Rf8 22. Rxf8+ Kxf8 23. Rf1+ Ke8 24. Qa3 Nf5 25. g4 Nxd4 26. Rf8+ Nxf8 27. Na4 Qc7 28. c3 Nf3 29. Qb3 Nd2+ 30. Kc2 Nxb3 31. Kxb3 Kd8 32. Kc2 b5 33. Nc5 Ke8 34. Na6 Qb8 35. Nxb8 b4 36. Na6 b3+ 37. Kxb3 c5 38. Kc2 Nd7 39. Nxc5 Nxc5 40. b4 Ne4 41. Kb3 Nxc3 42. Ka3 Ne4 43. Ka4 Kd8 44. Ka5 d4 45. Ka6 d3 46. Ka7 d2 47. Kb7 Kd7 48. Kb6 g6 49. Kb5 d1=Q 50. Ka5 g5 51.",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,1,0,50,51,False,False,True,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,51,393.6048080921173,51,1
1765992116-2087,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. d4 exd4 3. Ne2 Nc6 4. Qd3 Nf6 5. Nxd4 Nxd4 6. e5 Ng4 7. Qd1 Nxe5 8. f4 Nec6 9. Nc3 Bb4 10. Bc4 O-O 11. O-O Bxc3 12. Bd3 Ba5 13. b4 Bb6 14. Bxh7+ Kxh7 15. Kh1 Kg8 16. f5 d6 17. f6 gxf6 18. c3 Ne6 19. Qg4+ Ng7 20. Rf4 Bxg4 21. h3 Be6 22. Bb2 Ne5 23. Raf1 Nd3 24. Re4 Nxb2 25. Kh2 Nd3 26. a4 Nxb4 27. Rg1 Nd3 28. Rh4 Ne5 29. Re1 Ng6 30. Rh6 Nf5 31. Rxe6 fxe6 32. Rxg6+ Kf7 33. g4 Kxg6 34. a5 Bxa5 35. Kg1 Bxc3 36. gxf5+ exf5 37. h4 Rh8 38. h5+ Rxh5 39. Kg2 Qe7 40. Kf1 Qe4 41. Kf2 Rh3 42. Kf1 Qc2 43. Kg1 Rd3 44. Kf1 Rd1#",0-1,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,0,0,44,44,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,45,304.98872566223145,44,0
1765992601-4407,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Bc4 O-O 6. O-O Nbd7 7. d4 Nb6 8. Bb3 Nfxd5 9. Nxd5 Nxd5 10. c4 Nf6 11. Bg5 Bg4 12. h3 Bxf3 13. Qxf3 c6 14. Rad1 h6 15. Bh4 a5 16. a4 Qd6 17. Bg3 Qd8 18. d5 Qd7 19. dxc6 Qxc6 20. Qxc6 bxc6 21. Rfe1 Rfe8 22. Bc7 Ra7 23. Bb6 Ra6 24. c5 e6 25. Rd6 Bf8 26. Rxc6 Bxc5 27. Rxc5 Nd7 28. Rb5 Nxb6 29. Ree5 Rc8 30. Rxa5 Nd7 31. Rxa6 Rc1+ 32. Kh2 Nxe5 33. Ra8+ Kg7 34. a5 Ra1 35. a6 g5 36. a7 Ra5 37. Bc2 Nc6 38. Be4 Nxa7 39. b4 Ra3 40. b5 Nxb5 41. Rxa3 Nxa3 42. Bd3 f6 43. g4 Kf7 44. Kg3 Ke8 45. f4 Kd7 46. fxg5 hxg5 47. h4 Ke8 48. h5 Kf8 49. h6 Kf7 50. h7 Kg7 51. Kf3 e5 52. Ke4 Kxh7 53. Kf5+ Kh6 54. Kxf6 e4 55. Bxe4 Nc4 56. Bf5 Nd6 57. Ke6 Ne8 58. Ke7 Nf6 59. Kxf6",1/2-1/2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.5,0.5,0,0,59,59,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,59,485.03233885765076,59,0
1765993027-4121,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. d4 d5 2. Bf4 Nf6 3. Nf3 e6 4. Nbd2 Bd6 5. Bg5 h6 6. Bh4 g5 7. Bg3 Bxg3 8. hxg3 Nc6 9. e3 Bd7 10. Nxg5 Qe7 11. Be2 O-O-O 12. Ngf3 Ne4 13. c3 f5 14. Qc2 Rdg8 15. a4 Na5 16. Ne5 Nxd2 17. Kxd2 Nc6 18. Nxc6 Bxc6 19. Rh2 Qg5 20. Ke1 h5 21. Rh4 Qe7 22. b4 Rg4 23. Bxg4 fxg4 24. Kf1 Qf6 25. Qe2 Rf8 26. b5 Bd7 27. Rxh5 Be8 28. Rh1 Bg6 29. Rd1 Be4 30. Kg1 Qf5 31. Rh2 Bc2 32. Ra1 Bd3 33. Qd2 Be4 34. Rd1 Bc2 35. Re1 Bxa4 36. e4 dxe4 37. c4 Bb3 38. Rc1 Rd8 39. Rh1 Bxc4 40. Rxc4 Qxb5 41. Rc3 Qb1+ 42. Qc1 Qb4 43. Rc4 Qb6 44. Qe1 Rxd4 45. Rh8+ Kd7 46. Rh7+ Kd6 47. Rc3 Rd3 48. Rc1 Rxg3 49. Qxe4 Rb3 50. Rd1+ Kc5 51. Rh5+",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,5,51,50,False,False,False,True,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,51,426.5600833892822,51,5
1765993204-1007,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c6 2. d4 d6 3. Nc3 Nd7 4. Nf3 Qc7 5. Bd3 h6 6. O-O Ngf6 7. Re1 Qa5 8. Bd2 e5 9. Nd5 Qd8 10. Nxf6+ Qxf6 11. dxe5 Nxe5 12. Nxe5 a6 13. Nf3 Bg4 14. Bc3 Qf4 15. e5 h5 16. exd6+ Be7 17. Rxe7+ Kd8 18. Be5 Qa4 19. b3 Bxf3 20. Qxf3 Qg4 21. Qxg4 hxg4 22. Rxf7 Rh6 23. Rxg7 a5 24. Rg8+ Kd7 25. Rxa8 Ke6 26. Bg3 a4 27. Re1+ Kf7 28. Re7+ Kf6 29. Rf8+ Kg5 30. Rg7+ Rg6 31. Rxg6+ Kh5 32. Rh8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,1.0,0.0,0,0,32,32,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,32,176.80796146392822,32,0
1765994062-6058,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nf3 d5 2. Nc3 Nf6 3. e3 Nc6 4. Bb5 Bd7 5. a3 a6 6. Bxc6 Bxc6 7. Ne5 Qd6 8. Nf3 e5 9. O-O e4 10. Ne1 Be7 11. Ne2 O-O 12. f3 exf3 13. Nxf3 Ne4 14. b4 Bf6 15. Ra2 Bb5 16. d3 Nc3 17. Nxc3 Bxc3 18. Bd2 Bxd2 19. Nxd2 Rfe8 20. Qe2 d4 21. e4 Qe6 22. Nb3 Qxe4 23. Qxe4 Rxe4 24. a4 Bc6 25. dxe4 Bxe4 26. Nc5 Bd5 27. Raa1 b6 28. Nd3 Bc4 29. Rfe1 h6 30. a5 b5 31. Nf4 Rd8 32. Rad1 g5 33. Nd3 Bxd3 34. cxd3 Rd5 35. Rb1 c5 36. Rec1 cxb4 37. Rb3 Re5 38. Rb2 Re3 39. Rd2 b3 40. g3 b4 41. Rf2 Rxd3 42. Rcf1 Rc3 43. Rb2 d3 44. Rfb1 Rc2 45. Kf1 Rxb2 46. Rxb2 d2 47. Ke2 d1=Q+ 48. Kxd1 f5 49. Rb1 f4 50. gxf4 gxf4 51. Ke2 Kf7 52. Rb2 Kf6 53. Kf3 Kf5 54. Rb1 h5 55. Rb2 h4 56. Rxb3 h3 57. Rxb4 Ke5 58. Kg4 Kd5 59. Rxf4 Kc5 60. Kh4 Kb5 61. Rf3 Kxa5 62. Rf2 Kb5 63. Rf1 a5 64. Kg4 a4 65. Rf3 Kb4 66. Rf4+ Kb3 67. Rxa4 Kxa4 68. Kxh3 Kb4 69. Kg4 Kc4 70. h4 Kd5 71. Kf5 Kd6 72. Kf6 Kd7 73. Kg7 Ke7 74. h5 Ke6 75. h6 Kf5 76. h7 Kg5 77. Kf8 Kg6 78. h8=Q Kf5 79. Qd4 Ke6 80. Ke8 Kf5 81. Kf7 Kg5 82. Qe4 Kh5 83. Kf6 Kh6 84. Qh1#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,84,84,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,84,857.7318775653839,84,0
1765994398-6931,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Be7 4. d4 Nd7 5. dxe5 Nxe5 6. Nxe5 Bf6 7. Nxf7 Be6 8. Nxd8 Bxc4 9. Nxb7 Be5 10. Na5 Bf7 11. Nc6 Bc4 12. Nxe5 Be6 13. Nc6 h5 14. Nd4 Bf7 15. Nc3 Nf6 16. Bg5 O-O 17. Bxf6 Bc4 18. Bh4 Rf4 19. Bg3 Rff8 20. Qxh5 c5 21. Nf5 Rae8 22. Nxd6 Be6 23. Nxe8 Bf7 24. Qg4 Bxe8 25. Be5 Rf7 26. Nd5 Bd7 27. Qg3 a5 28. Nf6+ Kf8 29. Nxd7+ Rxd7 30. Qf4+ Rf7 31. Qg5 Kg8 32. Qd8+ Kh7 33. Qh4+ Kg8 34. Qd8+ Rf8 35. Qxa5 c4 36. Qd5+ Kh7 37. Qxc4 Kg6 38. Qe6+ Kh7 39. Qh3+ Kg8 40. Qg4 Rf7 41. h4 Re7 42. Qc8+ Kh7 43. Qf5+ g6 44. Qf6 Kg8 45. Qxe7 g5 46. Qg7#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,1.0,0.0,0,0,46,46,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,46,336.5395429134369,46,0
1765994572-3386,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nc3 e5 2. d4 exd4 3. Nb5 Nc6 4. Nxd4 Nxd4 5. Qxd4 Nf6 6. e4 d6 7. Ne2 Be7 8. Bf4 O-O 9. Nc3 c5 10. Qd3 Be6 11. Be2 a6 12. O-O-O b5 13. Bxd6 Bxd6 14. Rhf1 Be7 15. Qe3 Qc7 16. f4 b4 17. Nb1 Bxa2 18. c4 Bxb1 19. e5 Ne8 20. g4 Ba2 21. g5 b3 22. Bd3 Qa5 23. e6 fxe6 24. Bxh7+ Kxh7 25. Qxe6 Bf6 26. Rd5 Qb4 27. Rd3 Qxc4+ 28. Qxc4 Nc7 29. Qe4+ Kg8 30. Qc4+ Kh8 31. Rh3#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,31,31,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,31,173.1502993106842,31,0
