game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,primary_player_elo
1766107088-5551,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Nxd5 e6 5. Nc3 Bd7 6. Nf3 a6 7. Bc4 Nc6 8. Bb3 Be7 9. d3 O-O 10. Be3 a5 11. Qd2 e5 12. O-O-O a4 13. Bc4 Bg4 14. h3 Bh5 15. g4 Nd4 16. Nxd4 c6 17. gxh5 exd4 18. Bxd4 a3 19. b3 Bg5 20. Be3 Bxe3 21. fxe3 b5 22. Bxb5 cxb5 23. Nxb5 Rc8 24. Nxa3 Qe7 25. Nc4 Qe5 26. Nxe5 Rxc2+ 27. Qxc2 Rb8 28. Qc4 Rb6 29. Qxf7+ Kh8 30. Qf8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,30,False,False,False,0,0,30,30,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,30,148.22210693359375,30,0,3720.0998262811418
1766107270-3783,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. d4 exd4 3. Ne2 Nc6 4. Nxd4 Nxd4 5. Qxd4 Nf6 6. Nc3 d6 7. Bg5 Be7 8. Be2 O-O 9. Bf4 c5 10. Qd1 b6 11. h4 Bb7 12. Qd3 d5 13. e5 Ne4 14. Nxe4 dxe4 15. Qh3 Qd4 16. Rd1 Qxb2 17. e6 fxe6 18. Rd7 Qb1+ 19. Kd2 Qxh1 20. Qxh1 Rxf4 21. Kc1 Bxh4 22. Qh3 Bxf2 23. Rxb7 Raf8 24. Qxe6+ Kh8 25. Rd7 Be3+ 26. Kb2 Bd4+ 27. Kc1 Rf2 28. Qe7 Rxe2 29. Qxf8#",1-0,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,0.0,0,29,False,False,False,0,0,29,29,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,29,181.46072006225586,29,0,1320.1
1766107581-1600,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 e6 3. d4 Nf6 4. e5 Ng8 5. d5 d6 6. dxe6 fxe6 7. Bb5+ Nd7 8. exd6 a6 9. Bxd7+ Kxd7 10. Ne5+ Ke8 11. Qh5+ g6 12. Nxg6 Nf6 13. Qh4 Rg8 14. Nxf8 Rg4 15. Qh6 Re4+ 16. Be3 Ng4 17. Qh5+ Kxf8 18. O-O Kg8 19. Bxc5 b6 20. Ba3 Bb7 21. Nc3 Re5 22. Qxg4+ Rg5 23. Qxe6+ Kf8 24. Ne4 Rxg2+ 25. Kxg2 Qd7 26. Qxd7 Rd8 27. Qxb7 Rd7 28. Qxd7 h5 29. Qe7+ Kg8 30. d7 Kh8 31. d8=Q+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,31,False,False,False,0,0,31,31,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,31,310.8795425891876,31,0,1440.5119982655924
1766107984-1154,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. d4 exd4 3. Bc4 Nc6 4. Nd2 Nf6 5. Ngf3 Bc5 6. Nb3 Bb6 7. e5 Ng4 8. Bg5 f6 9. exf6 Nxf6 10. Qe2+ Qe7 11. O-O-O Qxe2 12. Rde1 Qxe1+ 13. Rxe1+ Kf8 14. c3 dxc3 15. bxc3 d6 16. Nfd4 Nxd4 17. Nxd4 Bxd4 18. cxd4 Bf5 19. Bh4 Re8 20. Kd2 Rxe1 21. Kxe1 Ke7 22. f3 Re8 23. Kf2 Kd7 24. d5 Nh5 25. Be2 Nf4 26. Bb5+ c6 27. Bg5 Nd3+ 28. Kg1 cxb5 29. Bf6 gxf6 30. h3 Re1+ 31. Kh2 Re2 32. h4 Nf4 33. h5 Rxg2+ 34. Kh1 Rxa2 35. Kg1 Nxh5 36. Kf1 Nf4 37. Ke1 Nxd5 38. Kd1 Ne3+ 39. Kc1 Rc2+ 40. Kb1 Rf2+ 41. Ka1 Rxf3 42. Ka2 Rf2+ 43. Kb3 Rc2 44. Ka3 h5 45. Kb3 h4 46. Ka3 h3 47. Kb3 h2 48. Kb4 h1=Q 49. Kb3 Qb1+ 50. Ka3 Ra2#",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,50,False,False,False,0,0,50,50,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,51,402.8359088897705,50,0,1510.948501887865
1766108105-6950,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 a6 2. d4 c6 3. Nf3 d6 4. Bc4 d5 5. exd5 b5 6. Bb3 cxd5 7. O-O Nf6 8. Nc3 Bb7 9. Bg5 Qd6 10. Re1 Qd8 11. Bxf6 gxf6 12. Qe2 Bg7 13. Nh4 O-O 14. Nf5 Re8 15. Nxg7 Kxg7 16. Qg4+ Kh8 17. Re3 Qd7 18. Qh5 Qd6 19. Rh3 h6 20. Qxh6+ Kg8 21. Qh7+ Kf8 22. Rg3 Nd7 23. Qh8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,23,False,False,False,0,0,23,23,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,23,121.14909148216248,23,0,1560.923996531185
1766108284-5112,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nf3 d5 2. Nc3 Nf6 3. d4 Nc6 4. a3 Bg4 5. h3 Bxf3 6. gxf3 e5 7. dxe5 Nxe5 8. Bg2 Bc5 9. e3 O-O 10. Na4 Bd6 11. O-O c6 12. b3 b5 13. Nb2 a5 14. Nd3 Nxd3 15. Qxd3 Be5 16. c3 b4 17. axb4 axb4 18. Bd2 bxc3 19. f4 cxd2 20. Rxa8 Qxa8 21. fxe5 Ne4 22. Qd4 Qa2 23. f3 Ng3 24. Qg4 Nxf1 25. Qg5 d1=Q 26. b4 Nxe3+ 27. Kh2 Nxg2 28. f4 Nxf4+ 29. Kg3 Qd3+ 30. Kxf4 Qac4+",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,30,False,False,False,0,0,30,30,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,31,179.16015815734863,30,0,1599.6880017344074
1766108467-2553,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 Nf6 2. e5 Ng8 3. d4 Nc6 4. Nf3 d6 5. Bb5 a6 6. Bxc6+ bxc6 7. O-O e6 8. Nc3 Ne7 9. Bg5 Bb7 10. Qe2 a5 11. Rad1 h6 12. Bh4 Ba6 13. Qe3 Nf5 14. Bxd8 d5 15. Qf4 Kd7 16. Bh4 g5 17. Bxg5 Be2 18. Nxe2 c5 19. Bf6 Rg8 20. dxc5 Kc8 21. c6 a4 22. Ned4 Rxg2+ 23. Kxg2 h5 24. Nxf5 Ra6 25. Ne7+ Bxe7 26. Bxe7 d4 27. Rxd4 a3 28. Rd8+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,28,False,False,False,0,0,28,28,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,28,182.79429054260254,28,0,1631.3605001534572
1766108686-1895,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. g3 d5 2. Bg2 e5 3. c4 d4 4. a3 c5 5. Qc2 Nc6 6. Nf3 Nf6 7. d3 Bd6 8. h3 O-O 9. b3 Re8 10. Nbd2 Bf5 11. O-O e4 12. Nh4 exd3 13. exd3 Bd7 14. Qd1 Qc7 15. Ndf3 Re7 16. Bg5 Rae8 17. Kh2 Re2 18. b4 Nh5 19. bxc5 Bxg3+ 20. Kh1 Bxf2 21. Qxe2 Rxe2 22. Rfb1 Ng3+ 23. Kh2 Nf1+ 24. Kh1 Ne3 25. Bxe3 dxe3 26. d4 Qg3 27. a4 Bxh3 28. Ra2 Bxg2+ 29. Nxg2 Qxf3 30. Ra3 Qh5+ 31. Nh4 Qxh4+ 32. Kg2 Qg3+ 33. Kf1 Re1# 34. Rxe1 Bxe1 35. Rb3 Qf2#",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,35,False,False,False,0,0,35,35,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,36,219.2653205394745,35,0,1658.1392160057028
1766108841-7124,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 e6 3. dxe6 Bxe6 4. Nf3 Be7 5. Be2 c5 6. O-O a6 7. d4 Qc7 8. d5 Bd7 9. c4 Bd6 10. Nc3 Nf6 11. Bg5 Bg4 12. Bxf6 Bxf3 13. Bxf3 Nd7 14. Bxg7 Rg8 15. Re1+ Kd8 16. Bh6 Bxh2+ 17. Kh1 Ne5 18. d6 Qb6 19. Kxh2 Qb3 20. axb3 Nxf3+ 21. Qxf3 f6 22. Qxf6+ Kc8 23. Qe6+ Kd8 24. Qxg8+ Kd7 25. Qxa8 b6 26. Qb7+ Kd8 27. Qe7+ Kc8 28. Qc7+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 0,,2.0,1.0,0.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,28,False,False,False,0,0,28,28,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 0,28,154.44574332237244,28,0,1681.3359947967774
1766108996-8352,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. d4 exd4 3. Bc4 Nc6 4. Nf3 Bc5 5. O-O Nf6 6. Bg5 h6 7. Bf4 O-O 8. e5 Nh5 9. Qd2 Nxf4 10. Qxf4 d6 11. exd6 Bxd6 12. Qd2 Bg4 13. Bd5 Bxf3 14. Bxf3 Qh4 15. g3 Qf6 16. Bxc6 bxc6 17. c3 dxc3 18. Qxc3 Be5 19. Qc5 Bxb2 20. Qc2 Bxa1 21. Nd2 Bd4 22. Kg2 Rab8 23. Ne4 Qe5 24. Rb1 Rxb1 25. Ng5 Qxg5 26. Qxb1 Qd5+ 27. f3 Re8 28. h3 Re2+ 29. Kh1 Qxf3+",0-1,Stockfish 0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,1.0,0,29,False,False,False,0,0,29,29,False,False,False,False,Stockfish 0 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,30,155.81241464614868,29,0,1701.7970037757298
